id,name,year,release_date,genere,actors,crew,poster,images,details_table,scrap_date
87,হরিজন,২০১৪,"৭ নভেম্বর, ২০১৪",drama,"[{'p': '215', 'c': 'ভাগ্যলক্ষ্মী '}, {'p': '214', 'c': 'মঙ্গল '}, {'p': '536', 'c': None}, {'p': '440', 'c': None}, {'p': '421', 'c': None}, {'p': '1816', 'c': None}, {'p': '%e0%a6%86%e0%a6%ac%e0%a6%a6%e0%a7%81%e0%a6%b0-%e0%a6%b0%e0%a6%b9%e0%a6%ae%e0%a6%be%e0%a6%a8-%e0%a6%95%e0%a6%bf%e0%a6%a8%e0%a6%be', 'c': None}, {'p': '%e0%a6%ae%e0%a6%bf%e0%a6%b0%e0%a7%8d%e0%a6%9c%e0%a6%be-%e0%a6%86%e0%a6%ab%e0%a6%b0%e0%a6%bf%e0%a6%a8', 'c': None}, {'p': '%e0%a6%b6%e0%a7%81%e0%a6%ad%e0%a6%b0%e0%a6%be%e0%a6%9c', 'c': None}, {'p': '1052', 'c': None}, {'p': '978', 'c': None}]","[{'i': 'কাহিনী', 'p': '745'}, {'i': 'চিত্রনাট্য', 'p': '745'}, {'i': 'সংলাপ', 'p': '745'}, {'i': 'সঙ্গীত পরিচালক', 'p': '%e0%a6%b6%e0%a7%87%e0%a6%96-%e0%a6%ae%e0%a6%bf%e0%a6%b2%e0%a6%a8'}, {'i': 'গীতিকার', 'p': '%e0%a6%b8%e0%a6%be%e0%a6%87%e0%a6%ab%e0%a7%81%e0%a6%b2-%e0%a6%87%e0%a6%b8%e0%a6%b2%e0%a6%be%e0%a6%ae-2'}]",https://www.bmdb.com.bd/wp-content/uploads/2014/11/Horizon-7-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2014/11/Horizon-7.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/11/Horizon-8.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/11/Horizon-2.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/11/Horizon-3.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/745'}, {'t': 'প্রযোজকঃ', 'v': 'person/745'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%af%e0%a7%81%e0%a6%95%e0%a7%8d%e0%a6%a4%e0%a6%bf%e0%a6%ac%e0%a6%be%e0%a6%82%e0%a6%b2%e0%a6%be-%e0%a6%95%e0%a6%a5%e0%a6%be%e0%a6%9a%e0%a6%bf%e0%a6%a4%e0%a7%8d%e0%a6%b0'}, {'t': 'পরিবেশকঃ', 'v': 'company/69'}]",2021-08-10 05:38
88,ভালোবাসা এক্সপ্রেস,২০১৪,"৯ মে, ২০১৪",romantic,"[{'p': '110', 'c': None}, {'p': '7', 'c': None}, {'p': '%e0%a6%ae%e0%a6%bf%e0%a6%ae-%e0%a6%9a%e0%a7%8c%e0%a6%a7%e0%a7%81%e0%a6%b0%e0%a7%80', 'c': None}, {'p': '77', 'c': None}, {'p': '115', 'c': None}, {'p': '59', 'c': None}, {'p': '%e0%a6%86%e0%a6%ac%e0%a7%8d%e0%a6%a6%e0%a7%81%e0%a6%b2%e0%a7%8d%e0%a6%b2%e0%a6%be%e0%a6%b9-%e0%a6%b8%e0%a6%be%e0%a6%95%e0%a6%bf', 'c': None}, {'p': '609', 'c': None}, {'p': '2112', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'চিত্রনাট্য', 'p': '91'}, {'i': 'সংলাপ', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '108'}, {'i': 'সুরকার', 'p': '108'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/91'}, {'t': 'প্রযোজকঃ', 'v': 'person/839'}, {'t': 'প্রযোজনাঃ', 'v': 'company/5'}, {'t': 'পরিবেশকঃ', 'v': 'company/5'}]",2021-08-10 05:38
89,এক্সকিউজ মি,-,ডিজিটাল,romantic,"[{'p': '100-2', 'c': None}, {'p': '194', 'c': None}]","[{'i': 'চিত্রনাট্য', 'p': '93'}, {'i': 'গীতিকার', 'p': '753'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/12/Excuse-Me_B-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/12/Excuse-Me_B.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/751'}, {'t': 'প্রযোজকঃ', 'v': 'person/752'}]",2021-08-10 05:38
90,চন্দ্রগ্রহণ,২০০৮,"২৬ ডিসেম্বর, ২০০৮","drama,romantic","[{'p': '40', 'c': 'কাসু'}, {'p': '755', 'c': 'ফালানি'}, {'p': '756', 'c': 'ময়রা মাসী'}, {'p': '757', 'c': 'শম্ভু'}, {'p': '278', 'c': 'ইসমাইল'}, {'p': '134', 'c': 'সখিনা বিবি / পাগলী'}]","[{'i': 'কাহিনী', 'p': '754'}, {'i': 'চিত্রনাট্য', 'p': '754'}, {'i': 'সংলাপ', 'p': '754'}, {'i': 'সঙ্গীত পরিচালক', 'p': '662'}, {'i': 'গীতিকার', 'p': '761'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/754'}, {'t': 'প্রযোজকঃ', 'v': 'person/760'}, {'t': 'প্রযোজনাঃ', 'v': 'company/65'}]",2021-08-10 05:38
91,রাজধানীর বুকে,১৯৬০,"২ সেপ্টেম্বর, ১৯৬০",drama,"[{'p': '5', 'c': 'হাশেম'}, {'p': '30', 'c': None}, {'p': '199', 'c': None}, {'p': '300', 'c': 'কেরামত আলী'}, {'p': '35', 'c': 'জমিদার'}, {'p': '55', 'c': None}, {'p': '1237', 'c': None}]","[{'i': 'কাহিনী', 'p': '87'}, {'i': 'চিত্রনাট্য', 'p': '87'}, {'i': 'সংলাপ', 'p': '87'}, {'i': 'সঙ্গীত পরিচালক', 'p': '32'}, {'i': 'গীতিকার', 'p': '1280'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/87'}, {'t': 'প্রযোজকঃ', 'v': 'person/87'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%b2%e0%a6%bf%e0%a6%93-%e0%a6%ab%e0%a6%bf%e0%a6%b2%e0%a7%8d%e0%a6%ae%e0%a6%b8'}]",2021-08-10 05:38
92,আসিয়া,১৯৬০,"৪ নভেম্বর, ১৯৬০",drama,"[{'p': '921', 'c': 'আসিয়া'}, {'p': '418', 'c': 'মসু মিয়া'}, {'p': '432', 'c': 'শিকদার'}, {'p': '294', 'c': 'তাজুদ্দি'}, {'p': '607', 'c': 'মনিরুদ্দি'}, {'p': '367', 'c': None}]","[{'i': 'কাহিনী', 'p': '531'}, {'i': 'চিত্রনাট্য', 'p': '21'}, {'i': 'সংলাপ', 'p': '531'}, {'i': 'সঙ্গীত পরিচালক', 'p': '298'}, {'i': 'সুরকার', 'p': '858'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/21'}, {'t': 'প্রযোজকঃ', 'v': 'person/21'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%aa%e0%a7%82%e0%a6%b0%e0%a7%8d%e0%a6%ac%e0%a6%be%e0%a6%a3%e0%a7%80-%e0%a6%9a%e0%a6%bf%e0%a6%a4%e0%a7%8d%e0%a6%b0'}]",2021-08-10 05:38
93,ভাল লাগার চেয়েও একটু বেশি,-,ডিজিটাল,romantic,"[{'p': '789', 'c': None}, {'p': '790', 'c': None}, {'p': '791', 'c': None}, {'p': '792', 'c': None}]",,,[],"[{'t': 'পরিচালকঃ', 'v': 'person/788'}]",2021-08-10 05:38
94,কানামাছি,নির্মানাধীন,ডিজিটাল,"action,romantic","[{'p': '110', 'c': None}, {'p': '253', 'c': None}, {'p': '525', 'c': None}]",,,[],"[{'t': 'পরিচালকঃ', 'v': 'person/640'}]",2021-08-10 05:38
95,ভন্ড,১৯৯৮,"১৫ মে, ১৯৯৮","%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,drama","[{'p': '439', 'c': 'রায়হান খান'}, {'p': '230', 'c': 'রাজা শিকদার'}, {'p': '398', 'c': None}, {'p': '308', 'c': 'মৌ'}, {'p': '769', 'c': 'প্রিন্স'}, {'p': '310', 'c': 'কদমা চোরা'}]","[{'i': 'কাহিনী', 'p': '2000'}, {'i': 'চিত্রনাট্য', 'p': '2000'}, {'i': 'সংলাপ', 'p': '%e0%a6%b8%e0%a7%81%e0%a6%ae%e0%a6%a8-%e0%a6%86%e0%a6%b9%e0%a6%ae%e0%a7%87%e0%a6%a6'}, {'i': 'সঙ্গীত পরিচালক', 'p': '427'}, {'i': 'গীতিকার', 'p': '683'}]",https://www.bmdb.com.bd/wp-content/uploads/2015/02/10151338_10202500857160997_4058189697666926123_n1-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2015/02/10151338_10202500857160997_4058189697666926123_n1.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/2000'}, {'t': 'প্রযোজকঃ', 'v': 'person/2000'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%9c%e0%a7%87-%e0%a6%95%e0%a7%87-%e0%a6%ae%e0%a7%81%e0%a6%ad%e0%a6%bf%e0%a6%9c'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%9c%e0%a7%87-%e0%a6%95%e0%a7%87-%e0%a6%ae%e0%a7%81%e0%a6%ad%e0%a6%bf%e0%a6%9c'}]",2021-08-10 05:38
96,পায়রা,নির্মানাধীন,ডিজিটাল,romantic,"[{'p': '117', 'c': None}, {'p': '794', 'c': None}, {'p': '795', 'c': None}]",,,[],"[{'t': 'পরিচালকঃ', 'v': 'person/793'}]",2021-08-10 05:38
97,প্রিয়া তুমি সুখী হও,২০১৪,"২৯ জুলাই, ২০১৪",romantic,"[{'p': '28', 'c': None}, {'p': '796', 'c': None}, {'p': '148', 'c': None}, {'p': '149', 'c': None}, {'p': '1701', 'c': None}, {'p': '%e0%a6%a8%e0%a7%80%e0%a6%b2%e0%a6%bf%e0%a6%ae%e0%a6%be', 'c': None}, {'p': '%e0%a6%9c%e0%a6%be%e0%a6%b9%e0%a6%bf%e0%a6%a6-%e0%a6%b8%e0%a6%bf%e0%a6%95%e0%a6%a6%e0%a6%be%e0%a6%b0', 'c': None}, {'p': '1384', 'c': None}, {'p': '699', 'c': None}, {'p': '412', 'c': None}]","[{'i': 'চিত্রনাট্য', 'p': '798'}, {'i': 'সংলাপ', 'p': '798'}, {'i': 'সঙ্গীত পরিচালক', 'p': '%e0%a6%ac%e0%a6%bf%e0%a6%a8%e0%a7%8b%e0%a6%a6-%e0%a6%b0%e0%a6%be%e0%a7%9f'}, {'i': 'সুরকার', 'p': '%e0%a6%ac%e0%a6%bf%e0%a6%a8%e0%a7%8b%e0%a6%a6-%e0%a6%b0%e0%a6%be%e0%a7%9f'}, {'i': 'গীতিকার', 'p': '%e0%a6%86%e0%a6%a8%e0%a6%bf%e0%a6%b8-%e0%a6%89%e0%a6%b2-%e0%a6%87%e0%a6%b8%e0%a6%b2%e0%a6%be%e0%a6%ae'}]",https://www.bmdb.com.bd/wp-content/uploads/2014/07/Priya-Tumi-Shukhi-Haw-3-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2014/07/Priya-Tumi-Shukhi-Haw-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/07/Priya-Tumi-Shukhi-Haw-2.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/07/Priya-Tumi-Shukhi-Haw-3.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/798'}, {'t': 'প্রযোজনাঃ', 'v': 'company/12'}, {'t': 'পরিবেশকঃ', 'v': 'company/12'}]",2021-08-10 05:38
98,আমার আছে জল,২০০৮,"২ অক্টোবর, ২০০৮",romantic,"[{'p': '819', 'c': 'জামিল'}, {'p': '28', 'c': 'সাব্বির'}, {'p': '525', 'c': 'দিলশাদ'}, {'p': '768', 'c': 'নিশাত'}, {'p': '195', 'c': 'পুলিশের আইজি (অবসর প্রাপ্ত)'}, {'p': '214', 'c': None}]","[{'i': 'কাহিনী', 'p': '767'}, {'i': 'চিত্রনাট্য', 'p': '767'}, {'i': 'সংলাপ', 'p': '767'}, {'i': 'সঙ্গীত পরিচালক', 'p': '662'}, {'i': 'গীতিকার', 'p': '767'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/767'}, {'t': 'প্রযোজকঃ', 'v': 'person/2'}, {'t': 'প্রযোজনাঃ', 'v': 'company/12'}, {'t': 'পরিবেশকঃ', 'v': 'company/12'}]",2021-08-10 05:38
99,দ্য স্টোরি অব সামারা,২০১৫,"২৮ আগস্ট, ২০১৫",%e0%a6%b8%e0%a6%be%e0%a6%87-%e0%a6%ab%e0%a6%be%e0%a6%87,"[{'p': '817', 'c': None}, {'p': '818', 'c': None}, {'p': '993', 'c': 'পিয়া'}, {'p': '310', 'c': None}, {'p': '527', 'c': None}]","[{'i': 'কাহিনী', 'p': '816'}, {'i': 'চিত্রনাট্য', 'p': '816'}, {'i': 'সংলাপ', 'p': '816'}, {'i': 'সঙ্গীত পরিচালক', 'p': '2055'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/06/poster-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/11/Samara.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2015/04/Story-of-Samara-5.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2015/04/Story-of-Samara-6.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2015/04/Story-of-Samara-7.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/816'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%ad%e0%a6%be%e0%a6%b0%e0%a6%9f%e0%a7%87%e0%a6%95%e0%a7%8d%e0%a6%b8-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a7%8b%e0%a6%a1%e0%a6%be%e0%a6%95%e0%a6%b6%e0%a6%a8'}]",2021-08-10 05:38
100,আগুনের পরশমনি,১৯৯৪,"১৬ ডিসেম্বর, ১৯৯৪",liberation-war,"[{'p': '38', 'c': 'বদি (বদিউল আলম)'}, {'p': '801', 'c': 'রাত্রি'}, {'p': '39', 'c': 'মতিন'}, {'p': '756', 'c': None}, {'p': '334', 'c': 'সুরমা'}]","[{'i': 'কাহিনী', 'p': '767'}, {'i': 'চিত্রনাট্য', 'p': '767'}, {'i': 'সংলাপ', 'p': '767'}, {'i': 'সঙ্গীত পরিচালক', 'p': '807'}, {'i': 'গীতিকার', 'p': '811'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/12/Aguner-Poroshmoni-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/12/Aguner-Poroshmoni.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/767'}, {'t': 'প্রযোজনাঃ', 'v': 'company/66'}, {'t': 'পরিবেশকঃ', 'v': 'company/66'}]",2021-08-10 05:38
101,নয় নম্বর বিপদ সংকেত,২০০৭,"৬ জুলাই, ২০০৭",%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,"[{'p': '38', 'c': None}, {'p': '214', 'c': None}, {'p': '729', 'c': None}, {'p': '226', 'c': None}, {'p': '771', 'c': None}, {'p': '660', 'c': None}, {'p': '274', 'c': None}]","[{'i': 'কাহিনী', 'p': '767'}, {'i': 'চিত্রনাট্য', 'p': '767'}, {'i': 'সংলাপ', 'p': '767'}, {'i': 'সঙ্গীত পরিচালক', 'p': '129'}, {'i': 'গীতিকার', 'p': '784'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/767'}, {'t': 'প্রযোজনাঃ', 'v': 'company/12'}, {'t': 'পরিবেশকঃ', 'v': 'company/12'}]",2021-08-10 05:38
102,ভালবাসলেই ঘর বাঁধা যায় না,২০১০,"১৪ মে, ২০১০",romantic,"[{'p': '110', 'c': 'সূর্য খান'}, {'p': '7', 'c': 'আলো'}, {'p': '351', 'c': 'অজান্তা/ডালিয়া'}, {'p': '163', 'c': None}, {'p': '490', 'c': ""সূর্য'র মা""}, {'p': '26', 'c': 'মিঃ খান'}, {'p': '115', 'c': 'তুর্য খান'}]","[{'i': 'কাহিনী', 'p': '231'}, {'i': 'চিত্রনাট্য', 'p': '231'}, {'i': 'সংলাপ', 'p': '231'}, {'i': 'সঙ্গীত পরিচালক', 'p': '94'}, {'i': 'গীতিকার', 'p': '362'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/06/Bhalobashlei-Ghor-Badha-Jay-na-bangla-film-with-shakib-khan-apu-biswas-purnima.jpg,[],"[{'t': 'পরিচালকঃ', 'v': 'person/231'}, {'t': 'প্রযোজকঃ', 'v': 'person/355'}, {'t': 'পরিবেশকঃ', 'v': 'company/67'}]",2021-08-10 05:38
103,মনে প্রাণে আছো তুমি,২০০৮,"২ অক্টোবর, ২০১০",romantic,"[{'p': '115', 'c': None}, {'p': '110', 'c': None}, {'p': '77', 'c': None}, {'p': '17', 'c': None}, {'p': '7', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'চিত্রনাট্য', 'p': '231'}, {'i': 'সংলাপ', 'p': '231'}, {'i': 'সঙ্গীত পরিচালক', 'p': '123'}, {'i': 'গীতিকার', 'p': '362'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/231'}, {'t': 'প্রযোজকঃ', 'v': 'person/581'}, {'t': 'প্রযোজনাঃ', 'v': 'company/51'}, {'t': 'পরিবেশকঃ', 'v': 'company/51'}]",2021-08-10 05:38
104,মা আমার স্বর্গ,২০০৭,৩৫ মি.মি.,drama,"[{'p': '146', 'c': None}, {'p': '110', 'c': None}, {'p': '66', 'c': None}, {'p': '22', 'c': None}, {'p': '59', 'c': None}, {'p': '286', 'c': None}, {'p': '115', 'c': None}]","[{'i': 'কাহিনী', 'p': '361'}, {'i': 'চিত্রনাট্য', 'p': '231'}, {'i': 'সংলাপ', 'p': '231'}, {'i': 'সঙ্গীত পরিচালক', 'p': '232'}, {'i': 'গীতিকার', 'p': '232'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/231'}, {'t': 'প্রযোজকঃ', 'v': 'person/839'}, {'t': 'পরিবেশকঃ', 'v': 'company/5'}]",2021-08-10 05:38
105,স্বামীর সংসার,২০০৭,"৬ জুলাই, ২০০৭","drama,romantic","[{'p': '110', 'c': None}, {'p': '7', 'c': None}, {'p': '148', 'c': None}, {'p': '22', 'c': None}, {'p': '439', 'c': None}, {'p': '115', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'চিত্রনাট্য', 'p': '231'}, {'i': 'সংলাপ', 'p': '231'}, {'i': 'সঙ্গীত পরিচালক', 'p': '94'}, {'i': 'গীতিকার', 'p': '362'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/231'}, {'t': 'প্রযোজকঃ', 'v': 'person/839'}, {'t': 'পরিবেশকঃ', 'v': 'company/5'}]",2021-08-10 05:38
106,মুখ ও মুখোশ,১৯৫৬,"৩ আগস্ট, ১৯৫৬",drama,"[{'p': '840', 'c': 'ডাকাত সর্দার শমসের'}, {'p': '843', 'c': 'আফজাল'}, {'p': '844', 'c': 'কুলসুম'}, {'p': '846', 'c': None}, {'p': '842', 'c': None}]","[{'i': 'কাহিনী', 'p': '843'}, {'i': 'চিত্রনাট্য', 'p': '843'}, {'i': 'সংলাপ', 'p': '843'}, {'i': 'সঙ্গীত পরিচালক', 'p': '298'}, {'i': 'সুরকার', 'p': '298'}, {'i': 'গীতিকার', 'p': '863'}]",https://www.bmdb.com.bd/wp-content/uploads/2014/09/Mukh-o-MukhoshB-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2014/09/Mukh-o-Mukhosh.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/09/Mukh-O-Mukhosh_poster1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/09/Mukh-o-MukhoshB.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/843'}, {'t': 'প্রযোজনাঃ', 'v': 'company/1'}, {'t': 'পরিবেশকঃ', 'v': 'company/71'}]",2021-08-10 05:38
107,নিঝুম অরণ্যে,২০১০,"১৪ এপ্রিল, ২০১০","liberation-war,romantic","[{'p': '42', 'c': 'মিনহাজ'}, {'p': '1697', 'c': 'আরিফ'}, {'p': '134', 'c': None}, {'p': '%e0%a6%ac%e0%a6%be%e0%a6%81%e0%a6%a7%e0%a6%a8', 'c': 'মিলি'}, {'p': '39', 'c': None}]","[{'i': 'কাহিনী', 'p': '%e0%a6%ae%e0%a6%be%e0%a6%b9%e0%a6%ac%e0%a7%81%e0%a6%ac-%e0%a6%9c%e0%a6%be%e0%a6%ae%e0%a6%bf%e0%a6%b2'}, {'i': 'চিত্রনাট্য', 'p': '%e0%a6%ae%e0%a6%be%e0%a6%b9%e0%a6%ac%e0%a7%81%e0%a6%ac-%e0%a6%9c%e0%a6%be%e0%a6%ae%e0%a6%bf%e0%a6%b2'}, {'i': 'সংলাপ', 'p': '%e0%a6%ae%e0%a6%be%e0%a6%b9%e0%a6%ac%e0%a7%81%e0%a6%ac-%e0%a6%9c%e0%a6%be%e0%a6%ae%e0%a6%bf%e0%a6%b2'}, {'i': 'সঙ্গীত পরিচালক', 'p': '1443'}, {'i': 'গীতিকার', 'p': '%e0%a6%ae%e0%a7%8b%e0%a6%b9%e0%a6%be%e0%a6%ae%e0%a7%8d%e0%a6%ae%e0%a6%a6-%e0%a6%9c%e0%a6%be%e0%a6%95%e0%a6%be%e0%a6%b0%e0%a6%bf%e0%a7%9f%e0%a6%be'}]",https://www.bmdb.com.bd/wp-content/uploads/2010/04/Nijhoom-Oronne-by-Impress-Telefilm-with-Sajal-BMDb.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2010/04/Nijhoom-Oronne-by-Impress-Telefilm-with-Sajal.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2010/04/nijhum-oronne-shajal-badhan.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/1180'}, {'t': 'প্রযোজনাঃ', 'v': 'company/12'}, {'t': 'পরিবেশকঃ', 'v': 'company/12'}]",2021-08-10 05:38
108,হায় প্রেম হায় ভালোবাসা,২০১০,"১৯ নভেম্বর, ২০১০",romantic,"[{'p': '110', 'c': None}, {'p': '7', 'c': None}, {'p': '149', 'c': None}, {'p': '115', 'c': None}, {'p': '121', 'c': None}, {'p': '66', 'c': None}]","[{'i': 'কাহিনী', 'p': '502'}, {'i': 'চিত্রনাট্য', 'p': '891'}, {'i': 'সংলাপ', 'p': '502'}, {'i': 'সঙ্গীত পরিচালক', 'p': '1531'}, {'i': 'গীতিকার', 'p': '897'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/09/Poster-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/09/Poster.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/09/Hay-Prem-Hay-Bhalobasha_1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/09/Hay-Prem-Hay-Bhalobasha_2.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/891'}, {'t': 'প্রযোজকঃ', 'v': 'person/508'}, {'t': 'প্রযোজনাঃ', 'v': 'company/68'}, {'t': 'পরিবেশকঃ', 'v': 'company/69'}]",2021-08-10 05:38
109,রিকসাওয়ালার ছেলে,২০১০,৩৫ মি.মি.,drama,"[{'p': '612', 'c': None}, {'p': '365', 'c': None}, {'p': '34', 'c': None}, {'p': '351', 'c': None}, {'p': '61', 'c': None}, {'p': '898', 'c': None}, {'p': '694', 'c': None}, {'p': '245', 'c': None}, {'p': '121', 'c': None}, {'p': '115', 'c': None}, {'p': '17', 'c': None}, {'p': '1575', 'c': None}]","[{'i': 'কাহিনী', 'p': '612'}, {'i': 'চিত্রনাট্য', 'p': '613'}, {'i': 'সংলাপ', 'p': '613'}, {'i': 'সঙ্গীত পরিচালক', 'p': '94'}]",,"[""https://www.bmdb.com.bd/wp-content/uploads/2016/04/Rickshawalar-Chhele-with-Dipjol-razzak-misha-shawdagor-zayed-khan-dighi-racy.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/606'}, {'t': 'প্রযোজকঃ', 'v': 'person/612'}, {'t': 'প্রযোজনাঃ', 'v': 'company/53'}]",2021-08-10 05:38
110,প্রজাপতি,২০১১,"৭ নভেম্বর, ২০১১","drama,%e0%a6%a5%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a6%b2%e0%a6%be%e0%a6%b0","[{'p': '6', 'c': 'রিতা'}, {'p': '819', 'c': 'তানভীর'}, {'p': '252', 'c': 'তারেক'}, {'p': '899', 'c': None}, {'p': '660', 'c': 'মাহফুজ'}]","[{'i': 'কাহিনী', 'p': '640'}, {'i': 'চিত্রনাট্য', 'p': '640'}, {'i': 'সংলাপ', 'p': '640'}, {'i': 'সঙ্গীত পরিচালক', 'p': '662'}, {'i': 'গীতিকার', 'p': '156'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/06/projapoti.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/06/projapoti.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/640'}, {'t': 'প্রযোজকঃ', 'v': 'person/901'}, {'t': 'প্রযোজনাঃ', 'v': 'company/70'}]",2021-08-10 05:39
111,জমিদার,২০১০,"১২ ফেব্রুয়ারী, ২০১০",drama,"[{'p': '40', 'c': None}, {'p': '398', 'c': None}, {'p': '905', 'c': None}, {'p': '146', 'c': None}, {'p': '490', 'c': None}, {'p': '59', 'c': None}, {'p': '115', 'c': None}, {'p': '612', 'c': None}]","[{'i': 'কাহিনী', 'p': '612'}, {'i': 'চিত্রনাট্য', 'p': '13'}, {'i': 'সংলাপ', 'p': '613'}, {'i': 'সঙ্গীত পরিচালক', 'p': '153'}, {'i': 'গীতিকার', 'p': '162'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/13'}, {'t': 'প্রযোজকঃ', 'v': 'person/612'}, {'t': 'প্রযোজনাঃ', 'v': 'company/53'}, {'t': 'পরিবেশকঃ', 'v': 'company/53'}]",2021-08-10 05:39
112,সীমানা পেরিয়ে,১৯৭৭,"১৫ জানুয়ারী, ১৯৭৭","drama,romantic","[{'p': '909', 'c': 'টিনা'}, {'p': '29', 'c': 'কালু'}, {'p': '910', 'c': 'বাবা'}, {'p': '911', 'c': 'মা'}, {'p': '35', 'c': 'রতন'}, {'p': '912', 'c': 'লিলি'}]","[{'i': 'কাহিনী', 'p': '63'}, {'i': 'চিত্রনাট্য', 'p': '63'}, {'i': 'সংলাপ', 'p': '63'}, {'i': 'সঙ্গীত পরিচালক', 'p': '916'}, {'i': 'সুরকার', 'p': '916'}, {'i': 'গীতিকার', 'p': '916'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/63'}, {'t': 'প্রযোজকঃ', 'v': 'person/63'}, {'t': 'প্রযোজনাঃ', 'v': 'company/78'}, {'t': 'পরিবেশকঃ', 'v': 'company/78'}]",2021-08-10 05:39
