id,name,year,release_date,genere,actors,crew,poster,images,details_table,scrap_date
1,প্রেম প্রেম পাগলামী,২০১৩,"২১ জুন, ২০১৩",romantic,"[{'p': '14', 'c': None}, {'p': '89', 'c': None}, {'p': '26', 'c': None}, {'p': '46', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'সংলাপ', 'p': '93'}, {'i': 'সঙ্গীত পরিচালক', 'p': '94'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/05/Prem-Prem-Paglami-Demo-Poster-217x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Prem-Prem-Paglami-5.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Prem-Prem-Paglami-6.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Prem-Prem-Paglami-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Prem-Prem-Paglami-2.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/91'}, {'t': 'প্রযোজকঃ', 'v': 'person/417'}, {'t': 'প্রযোজনাঃ', 'v': 'company/4'}]",2021-08-10 05:37
2,রোমিও ২০১৩,২০১৩,"৭ জুন, ২০১৩",romantic,"[{'p': '178', 'c': None}, {'p': '14', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '108'}, {'i': 'গীতিকার', 'p': '109'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/05/Romeo-2013-217x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Romeo-2013-1-Copy.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Romeo-2013-1-Copy1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Romeo-2013.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/106'}, {'t': 'প্রযোজনাঃ', 'v': 'company/5'}]",2021-08-10 05:37
3,নিষ্পাপ মুন্না,২০১৩,"৩১ মে, ২০১৩","action,romantic","[{'p': '110', 'c': 'মুন্না'}, {'p': '111', 'c': None}, {'p': '115', 'c': None}, {'p': '33', 'c': None}]","[{'i': 'কাহিনী', 'p': '113'}, {'i': 'সংলাপ', 'p': '113'}, {'i': 'সঙ্গীত পরিচালক', 'p': '94'}, {'i': 'গীতিকার', 'p': '362'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/112'}, {'t': 'প্রযোজকঃ', 'v': 'person/114'}, {'t': 'প্রযোজনাঃ', 'v': 'company/6'}]",2021-08-10 05:38
4,এইতো ভালোবাসা,২০১৩,"২৪ মে, ২০১৩","%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,romantic","[{'p': '120', 'c': 'সিদ্দিক'}, {'p': '119', 'c': 'রাণী'}, {'p': '118', 'c': 'নিরব'}, {'p': '117', 'c': 'ইমন'}]","[{'i': 'কাহিনী', 'p': '277'}, {'i': 'সংলাপ', 'p': '120'}, {'i': 'সঙ্গীত পরিচালক', 'p': '123'}, {'i': 'গীতিকার', 'p': '133'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/05/eito-217x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/417829_635180726495975_1577207222_n.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/535955_624262994254415_1122933873_n.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/eito.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/116'}, {'t': 'প্রযোজনাঃ', 'v': 'company/7'}]",2021-08-10 05:38
5,জটিল প্রেম,২০১৩,"১৭ মে, ২০১৩",romantic,"[{'p': '14', 'c': 'জীবন চৌধুরী'}, {'p': '89', 'c': 'রুমকী'}, {'p': '42', 'c': None}, {'p': '134', 'c': None}, {'p': '115', 'c': 'সাজ্জাদ/ভাইরাস'}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'সংলাপ', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '108'}, {'i': 'গীতিকার', 'p': '109'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/12'}, {'t': 'প্রযোজকঃ', 'v': 'person/1841'}, {'t': 'প্রযোজনাঃ', 'v': 'company/8'}]",2021-08-10 05:38
6,জজ ব্যারিস্টার পুলিশ কমিশনার,২০১৩,"১০ মে, ২০১৩","action,drama,romantic","[{'p': '110', 'c': 'ভিক্টর'}, {'p': '146', 'c': 'লিলি'}, {'p': '17', 'c': 'জজ'}, {'p': '148', 'c': 'পুলিশ কমিশনার'}, {'p': '62', 'c': 'ব্যারিস্টার'}, {'p': '150', 'c': None}]","[{'i': 'কাহিনী', 'p': '161'}, {'i': 'সংলাপ', 'p': '162'}, {'i': 'সঙ্গীত পরিচালক', 'p': '153'}, {'i': 'গীতিকার', 'p': '156'}]",https://www.bmdb.com.bd/wp-content/uploads/2014/10/941516_379793875469524_668389344_n-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2014/10/941516_379793875469524_668389344_n.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/147'}]",2021-08-10 05:38
7,মাটির পিঞ্জিরা,২০১৩,"২৬ এপ্রিল, ২০১৩","drama,romantic","[{'p': '193', 'c': None}, {'p': '194', 'c': None}, {'p': '195', 'c': None}, {'p': '196', 'c': None}]","[{'i': 'কাহিনী', 'p': '192'}, {'i': 'চিত্রনাট্য', 'p': '192'}, {'i': 'সংলাপ', 'p': '192'}, {'i': 'সঙ্গীত পরিচালক', 'p': '211'}, {'i': 'সুরকার', 'p': '211'}, {'i': 'গীতিকার', 'p': '204'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/05/Matir-Pinjira-1-235x158.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Matir-Pinjira-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Matir-Pinjira-2.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/192'}, {'t': 'প্রযোজকঃ', 'v': 'person/212'}, {'t': 'পরিবেশকঃ', 'v': 'company/11'}]",2021-08-10 05:38
8,শিখন্ডী কথা,২০১৩,"১৯ এপ্রিল, ২০১৩",drama,"[{'p': '213', 'c': None}, {'p': '214', 'c': 'রামজেদ মোল্লা'}, {'p': '215', 'c': 'রামেলা'}]","[{'i': 'কাহিনী', 'p': '%e0%a6%85%e0%a6%a8%e0%a6%a8-%e0%a6%9c%e0%a6%be%e0%a6%ae%e0%a6%be%e0%a6%a8'}, {'i': 'চিত্রনাট্য', 'p': '213'}, {'i': 'সংলাপ', 'p': '%e0%a6%85%e0%a6%a8%e0%a6%a8-%e0%a6%9c%e0%a6%be%e0%a6%ae%e0%a6%be%e0%a6%a8'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/213'}, {'t': 'প্রযোজনাঃ', 'v': 'company/12'}]",2021-08-10 05:38
9,দেহরক্ষী,২০১৩,"১২ এপ্রিল, ২০১৩",action,"[{'p': '165', 'c': None}, {'p': '166', 'c': None}, {'p': '167', 'c': None}, {'p': '26', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'চিত্রনাট্য', 'p': '168'}, {'i': 'সংলাপ', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '169'}, {'i': 'সুরকার', 'p': '169'}, {'i': 'গীতিকার', 'p': '174'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/05/dehorokkhi-poster-226x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/boby-dehorokkhi.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/dehookkhi.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/milon-n-boby-dehorokkhi.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/07/56.jpg"", ""#video-0""]","[{'t': 'পরিচালকঃ', 'v': 'person/168'}, {'t': 'প্রযোজকঃ', 'v': 'person/169'}, {'t': 'প্রযোজনাঃ', 'v': 'company/9'}]",2021-08-10 05:38
10,সেই তুমি অনামিকা,২০১৩,"৫ এপ্রিল, ২০১৩",romantic,"[{'p': '184', 'c': None}, {'p': '185', 'c': None}, {'p': '186', 'c': None}, {'p': '187', 'c': None}, {'p': '177', 'c': None}]","[{'i': 'কাহিনী', 'p': '177'}, {'i': 'সংলাপ', 'p': '177'}, {'i': 'সঙ্গীত পরিচালক', 'p': '94'}, {'i': 'গীতিকার', 'p': '183'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/175'}, {'t': 'প্রযোজকঃ', 'v': 'person/176'}, {'t': 'পরিবেশকঃ', 'v': 'company/10'}]",2021-08-10 05:38
11,কষ্ট আমার দুনিয়া,২০১৩,"২৯ মার্চ, ২০১৩","action,romantic","[{'p': '220', 'c': None}, {'p': '201', 'c': None}, {'p': '399', 'c': None}, {'p': '26', 'c': None}]",,,[],"[{'t': 'পরিচালকঃ', 'v': 'person/219'}, {'t': 'প্রযোজকঃ', 'v': 'person/218'}, {'t': 'পরিবেশকঃ', 'v': 'company/13'}]",2021-08-10 05:38
12,শিরি-ফরহাদ,২০১৩,"২২ মার্চ, ২০১৩",romantic,"[{'p': '40', 'c': None}, {'p': '41', 'c': 'শিরি'}, {'p': '82', 'c': None}]","[{'i': 'সংলাপ', 'p': '161'}]",,"[""https://www.bmdb.com.bd/wp-content/uploads/2015/02/ab1414476680.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/236'}, {'t': 'প্রযোজনাঃ', 'v': 'company/15'}]",2021-08-10 05:38
13,পোড়ামন,২০১৩,"১৪ জুন, ২০১৩",romantic,"[{'p': '227', 'c': 'সুজন'}, {'p': '15', 'c': 'পরী'}, {'p': '66', 'c': 'সুজনের বাবা'}, {'p': '166', 'c': 'আবিদ'}, {'p': '115', 'c': 'বড় ভাই'}, {'p': '288', 'c': 'মেজ ভাই'}]","[{'i': 'কাহিনী', 'p': '762'}, {'i': 'চিত্রনাট্য', 'p': '231'}, {'i': 'সংলাপ', 'p': '762'}, {'i': 'সঙ্গীত পরিচালক', 'p': '232'}, {'i': 'গীতিকার', 'p': '232'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/05/12-copy-3-217x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/12-copy-3.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Poramon-3.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Poramon-2.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Poramon-5.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/231'}, {'t': 'প্রযোজনাঃ', 'v': 'company/14'}, {'t': 'পরিবেশকঃ', 'v': 'company/14'}]",2021-08-10 05:38
14,আত্মঘাতক,২০১৩,"১৫ মার্চ, ২০১৩",action,"[{'p': '184', 'c': None}, {'p': '240', 'c': None}, {'p': '241', 'c': None}, {'p': '82', 'c': None}]",,,[],"[{'t': 'পরিচালকঃ', 'v': 'person/239'}, {'t': 'প্রযোজনাঃ', 'v': 'company/16'}]",2021-08-10 05:38
15,ভালোবাসার বন্ধন,২০১৩,"১১ জানুয়ারী, ২০১৩",romantic,"[{'p': '245', 'c': None}, {'p': '246', 'c': None}, {'p': '247', 'c': None}, {'p': '248', 'c': None}]",,,[],"[{'t': 'পরিচালকঃ', 'v': 'person/249'}, {'t': 'প্রযোজনাঃ', 'v': 'company/17'}]",2021-08-10 05:38
16,টেলিভিশন,২০১৩,"২৫ জানুয়ারী, ২০১৩","%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,drama,romantic","[{'p': '252', 'c': 'মজনু'}, {'p': '253', 'c': 'সোলায়মান'}, {'p': '254', 'c': 'কোহিনুর'}, {'p': '255', 'c': 'চেয়ারম্যান'}]","[{'i': 'কাহিনী', 'p': '251'}, {'i': 'চিত্রনাট্য', 'p': '251'}, {'i': 'সংলাপ', 'p': '251'}, {'i': 'সঙ্গীত পরিচালক', 'p': '262'}, {'i': 'সুরকার', 'p': '259'}, {'i': 'গীতিকার', 'p': '533'}]",https://www.bmdb.com.bd/wp-content/uploads/2014/12/Television1-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2014/12/Television1.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/251'}, {'t': 'প্রযোজনাঃ', 'v': 'company/20'}]",2021-08-10 05:38
17,জোর করে ভালোবাসা হয় না,২০১৩,"১ ফেব্রুয়ারী, ২০১৩",romantic,"[{'p': '110', 'c': None}, {'p': '111', 'c': None}, {'p': '115', 'c': None}, {'p': '150', 'c': None}, {'p': '1967', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '94'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/05/75807_410409809042981_1489940380_n-376x250-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/75807_410409809042981_1489940380_n-376x250.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/281'}, {'t': 'প্রযোজকঃ', 'v': 'person/284'}, {'t': 'প্রযোজনাঃ', 'v': 'company/23'}]",2021-08-10 05:38
18,দেবদাস,২০১৩,"১৫ ফেব্রুয়ারী, ২০১৩",romantic,"[{'p': '110', 'c': 'দেবদাস'}, {'p': '7', 'c': 'পার্বতী'}, {'p': '6', 'c': 'চন্দ্রমুখী'}, {'p': '278', 'c': 'চুনীলাল'}, {'p': '279', 'c': None}, {'p': '77', 'c': None}, {'p': '213', 'c': None}, {'p': '758', 'c': None}, {'p': '1192', 'c': None}]","[{'i': 'কাহিনী', 'p': '4'}, {'i': 'চিত্রনাট্য', 'p': '1'}, {'i': 'সংলাপ', 'p': '%e0%a6%95%e0%a7%87%e0%a6%b6%e0%a6%ac-%e0%a6%9a%e0%a6%9f%e0%a7%8d%e0%a6%9f%e0%a7%8b%e0%a6%aa%e0%a6%be%e0%a6%a7%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a7%9f'}, {'i': 'সঙ্গীত পরিচালক', 'p': '9'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/1'}, {'t': 'প্রযোজকঃ', 'v': 'person/2'}, {'t': 'প্রযোজনাঃ', 'v': 'company/12'}, {'t': 'পরিবেশকঃ', 'v': 'company/22'}]",2021-08-10 05:38
19,অন্যরকম ভালোবাসা,২০১৩,"১৫ ফেব্রুয়ারী, ২০১৩",romantic,"[{'p': '46', 'c': None}, {'p': '178', 'c': None}, {'p': '15', 'c': None}, {'p': '14', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '291'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/05/Onno-Rokom-Bhalobasha-4-217x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Onno-Rokom-Bhalobasha-6.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Onno-Rokom-Bhalobasha-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Onno-Rokom-Bhalobasha-2.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Onno-Rokom-Bhalobasha-3.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/13'}, {'t': 'প্রযোজনাঃ', 'v': 'company/14'}, {'t': 'পরিবেশকঃ', 'v': 'company/14'}]",2021-08-10 05:38
20,অন্তর্ধান,২০১৩,"২২ ফেব্রুয়ারী, ২০১৩",drama,"[{'p': '1865', 'c': None}, {'p': '28', 'c': 'ময়েজ'}, {'p': '119', 'c': None}]",,https://www.bmdb.com.bd/wp-content/uploads/2013/02/Ontordhan-Bangla-film-syed-ohiduzzaman-diamond.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/02/FB_IMG_1591587413647.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/02/FB_IMG_1591587424129.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/02/FB_IMG_1591587440846.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/02/FB_IMG_1591587454273.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/293'}, {'t': 'প্রযোজকঃ', 'v': 'person/1862'}]",2021-08-10 05:38
21,জীবন নদীর তীরে,২০১৩,"১ মার্চ, ২০১৩",romantic,"[{'p': '118', 'c': None}, {'p': '302', 'c': None}]","[{'i': 'কাহিনী', 'p': '1210'}, {'i': 'সংলাপ', 'p': '1210'}, {'i': 'সঙ্গীত পরিচালক', 'p': '305'}, {'i': 'গীতিকার', 'p': '155'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/1320'}, {'t': 'প্রযোজকঃ', 'v': 'person/301'}, {'t': 'প্রযোজনাঃ', 'v': 'company/24'}]",2021-08-10 05:38
22,পাগল তোর জন্য রে,২০১৩,"১ মার্চ, ২০১৩","action,romantic","[{'p': '307', 'c': None}, {'p': '308', 'c': None}, {'p': '309', 'c': None}, {'p': '310', 'c': None}, {'p': '%e0%a6%b0%e0%a7%8b%e0%a6%b9%e0%a6%be%e0%a6%a8', 'c': None}]","[{'i': 'কাহিনী', 'p': '312'}, {'i': 'চিত্রনাট্য', 'p': '312'}, {'i': 'সংলাপ', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '315'}]",https://www.bmdb.com.bd/wp-content/uploads/2014/10/Pagol-tor-Jonno-Re-3-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2014/10/Pagol-tor-Jonno-Re.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/10/Pagol-tor-Jonno-Re-2.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/10/Pagol-tor-Jonno-Re-3.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/10/Pagol-Tor-Jonno-6.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/312'}, {'t': 'প্রযোজনাঃ', 'v': 'company/25'}]",2021-08-10 05:38
23,সীমানাহীন,২০১৩,"১ মার্চ, ২০১৩","drama,romantic","[{'p': '322', 'c': None}, {'p': '323', 'c': None}]","[{'i': 'চিত্রনাট্য', 'p': '322'}, {'i': 'সঙ্গীত পরিচালক', 'p': '326'}, {'i': 'সুরকার', 'p': '326'}, {'i': 'গীতিকার', 'p': '328'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/05/Simanaheen-217x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Simanaheen.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/327'}, {'t': 'প্রযোজকঃ', 'v': 'person/329'}]",2021-08-10 05:38
24,প্রেমিক নাম্বার ওয়ান,২০১৩,"১৬ অক্টোবর, ২০১৩",romantic,"[{'p': '110', 'c': 'তীব্র'}, {'p': '7', 'c': 'সিমি'}, {'p': '119', 'c': 'তানিয়া'}, {'p': '241', 'c': 'কেয়া'}, {'p': '245', 'c': 'আমান'}, {'p': '22', 'c': 'মমতাজ বেগম'}, {'p': '115', 'c': 'সুলতান'}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'চিত্রনাট্য', 'p': '649'}, {'i': 'সংলাপ', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '94'}, {'i': 'সুরকার', 'p': '94'}, {'i': 'গীতিকার', 'p': '362'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/10/Premik-Number-One_B-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/10/Premik-Number-One_Poster.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/10/Premik-Number-One_12.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/10/Premik-Number-One_B.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/10/Premik-Number-One_1.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/649'}, {'t': 'প্রযোজকঃ', 'v': 'person/1824'}, {'t': 'পরিবেশকঃ', 'v': 'company/56'}]",2021-08-10 05:38
25,মোস্ট ওয়েলকাম ২,২০১৪,"২৯ জুলাই, ২০১৪",action,"[{'p': '684', 'c': None}, {'p': '685', 'c': None}, {'p': '1640', 'c': None}]",,,[],"[{'t': 'পরিচালকঃ', 'v': 'person/684'}]",2021-08-10 05:38
26,তোমার আছি তোমারই থাকবো,২০১৩,"২২ নভেম্বর, ২০১৩",romantic,"[{'p': '789', 'c': 'সুন্দর'}, {'p': '%e0%a6%ae%e0%a7%8c%e0%a6%ae%e0%a6%bf%e0%a6%a4%e0%a6%be', 'c': 'শিখা'}, {'p': '490', 'c': 'সালমা'}, {'p': '163', 'c': 'আশরাফ'}, {'p': '1816', 'c': 'সুরভী'}]","[{'i': 'কাহিনী', 'p': '113'}, {'i': 'চিত্রনাট্য', 'p': '1814'}, {'i': 'সংলাপ', 'p': '113'}, {'i': 'সঙ্গীত পরিচালক', 'p': '179'}, {'i': 'সুরকার', 'p': '179'}, {'i': 'গীতিকার', 'p': '179'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/11/Poster_Tomari-asi-Tomari-Thakbo-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/11/Tomar-Asi-Tomari-Thakbo-12.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/11/Tomar-Asi-Tomari-Thakbo-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/11/Tomar-Asi-Tomari-Thakbo-2.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/11/Tomar-Asi-Tomari-Thakbo-3.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/1814'}, {'t': 'প্রযোজকঃ', 'v': 'person/1916'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%b6%e0%a6%be%e0%a6%b9-%e0%a6%ab%e0%a6%bf%e0%a6%b2%e0%a7%8d%e0%a6%ae%e0%a6%b8'}]",2021-08-10 05:38
27,৭১ এর গেরিলা,২০১৩,"২০ ডিসেম্বর, ২০১৩",liberation-war,"[{'p': '148', 'c': None}, {'p': '61', 'c': None}, {'p': '490', 'c': None}]","[{'i': 'কাহিনী', 'p': '2043'}, {'i': 'চিত্রনাট্য', 'p': '2043'}, {'i': 'সংলাপ', 'p': '2043'}, {'i': 'গীতিকার', 'p': '2043'}]",https://www.bmdb.com.bd/wp-content/uploads/2014/09/71-er-guerilla-9-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2014/09/71-er-guerilla-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/09/71-er-guerilla-2.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/09/71-er-guerilla-3.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2014/09/71-er-guerilla-4.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/2043'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%aa%e0%a6%be%e0%a6%b0%e0%a6%ad%e0%a7%87%e0%a6%9c-%e0%a6%ab%e0%a6%bf%e0%a6%b2%e0%a7%8d%e0%a6%ae%e0%a6%b8'}]",2021-08-10 05:38
28,আকাশ কত দূরে,২০১৪,"১৪ ফেব্রুয়ারী, ২০১৪",drama,"[{'p': '17', 'c': None}, {'p': '709', 'c': None}, {'p': '115', 'c': None}, {'p': '1996', 'c': None}]","[{'i': 'কাহিনী', 'p': '1479'}, {'i': 'চিত্রনাট্য', 'p': '1479'}, {'i': 'সংলাপ', 'p': '1479'}, {'i': 'গীতিকার', 'p': '1479'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/12/Akash-Koto-Dure-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/12/Akash-Koto-Dure.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/1942'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%ad%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%b8%e0%a6%be-%e0%a6%ae%e0%a6%bf%e0%a6%a1%e0%a6%bf%e0%a7%9f%e0%a6%be'}, {'t': 'পরিবেশকঃ', 'v': 'company/12'}]",2021-08-10 05:38
29,ভালোবাসা জিন্দাবাদ,২০১৩,"৮ নভেম্বর, ২০১৩",romantic,"[{'p': '266', 'c': 'সৌরভ'}, {'p': '268', 'c': 'মেঘলা'}, {'p': '150', 'c': None}, {'p': '722', 'c': None}, {'p': '317', 'c': None}]","[{'i': 'কাহিনী', 'p': '267'}, {'i': 'চিত্রনাট্য', 'p': '267'}, {'i': 'সংলাপ', 'p': '267'}, {'i': 'সঙ্গীত পরিচালক', 'p': '107'}, {'i': 'গীতিকার', 'p': '107'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/10/Bhalobasha-ZIndabad_B-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Bhalobasha-Zindabad-3.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Bhalobasha-Zindabad-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Bhalobasha-Zindabad-2.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/09/Bhalobasha-Zindabad-2.jpg"", ""#video-0""]","[{'t': 'পরিচালকঃ', 'v': 'person/267'}, {'t': 'প্রযোজকঃ', 'v': 'person/1887'}, {'t': 'প্রযোজনাঃ', 'v': 'company/26'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%97%e0%a7%80%e0%a6%a4%e0%a6%bf-%e0%a6%9a%e0%a6%bf%e0%a6%a4%e0%a7%8d%e0%a6%b0%e0%a6%95%e0%a6%a5%e0%a6%be'}]",2021-08-10 05:38
30,পূর্ণদৈর্ঘ্য প্রেম কাহিনী,২০১৩,"১৬ অক্টোবর, ২০১৩",romantic,"[{'p': '110', 'c': 'জয় শিকদার'}, {'p': '269', 'c': 'জারা শিকদার'}, {'p': '266', 'c': 'সাকিব'}, {'p': '17', 'c': 'সামাদ শিকদার'}, {'p': '226', 'c': 'শাহানা শিকদার'}, {'p': '22', 'c': 'ববিতা'}, {'p': '148', 'c': 'মাসুদ পারভেজ'}]","[{'i': 'কাহিনী', 'p': '273'}, {'i': 'চিত্রনাট্য', 'p': '273'}, {'i': 'সংলাপ', 'p': '273'}, {'i': 'সঙ্গীত পরিচালক', 'p': '107'}, {'i': 'গীতিকার', 'p': '156'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/10/Purno-Doirgho-Prem-Kahini-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/09/PurnoDoirgho-Prem-Kahini.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/10/Design-Bord-30-x-15-01-c.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/10/Purno-Doirgho-Prem-Kahini.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/91'}, {'t': 'প্রযোজকঃ', 'v': 'person/1800'}, {'t': 'প্রযোজনাঃ', 'v': 'company/21'}, {'t': 'পরিবেশকঃ', 'v': 'company/21'}]",2021-08-10 05:38
